id,fund_report_id,company_id,company_name,report_date,investment_date,invested_capital,enterprise_value,equity_value,debt,valuation_basis,valuation_multiple,revenue,ebitda,realized_value,unrealized_value,total_value,thesis_commentary,irr,status
74a46fec-596a-4c5b-95f8-993e113224d3,1abf4a6b-5de2-4516-bf37-c7b7fcb94574,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2024-04-01,2023-01-01,6010000.0,38613268.44,33376369.89,5236898.55,EBITDA,6.71,26369546.49,5752664.07,0.0,33376369.89,33376369.89,Q update for Postman,2.9481,Unrealized
02da0e1b-d4ef-476d-9693-332890d4c384,1abf4a6b-5de2-4516-bf37-c7b7fcb94574,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2024-04-01,2020-04-01,5360000.0,132561693.92,93937601.38,38624092.54,Revenue,6.65,19941260.35,3720784.45,0.0,93937601.38,93937601.38,Q update for Snowflake Data Exchange,1.0461,Unrealized
23fb2ed9-196d-4c40-999c-beeb9fb6ef4f,219f16c3-3944-4107-a956-4ecefff42631,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2024-07-01,2023-01-01,40570000.0,66773005.87,52941727.13,13831278.73,EBITDA,10.91,27670564.92,6123053.46,0.0,52941727.13,52941727.13,Q update for Atlassian,0.1945,Unrealized
1299d567-1ab3-42e3-bf2c-3b5f1d1c9de1,219f16c3-3944-4107-a956-4ecefff42631,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2024-07-01,2023-01-01,6010000.0,92588801.65,56453909.38,36134892.27,EBITDA,7.2,38157667.13,12851026.08,0.0,56453909.38,56453909.38,Q update for Postman,3.4626,Unrealized
2b57da78-f98c-4496-9057-c775c2794602,219f16c3-3944-4107-a956-4ecefff42631,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2024-07-01,2020-04-01,5360000.0,143033269.78,86177859.86,56855409.92,Revenue,6.91,20686752.35,3956095.6,0.0,86177859.86,86177859.86,Q update for Snowflake Data Exchange,0.9225,Unrealized
f8dcb6f4-ffdd-4c29-8471-8d00dd74056d,12080626-62a2-4019-95ba-1421925015c3,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2024-10-01,2023-01-01,40570000.0,39502271.05,30675634.12,8826636.92,EBITDA,8.17,21607837.43,4837202.94,0.0,30675634.12,30675634.12,Q update for Atlassian,-0.1477,Unrealized
474ce4cf-22ab-49db-a711-60eb84552dd9,12080626-62a2-4019-95ba-1421925015c3,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2024-10-01,2023-01-01,8160000.0,45140194.76,26292071.31,18848123.45,EBITDA,6.85,34562516.2,6592112.11,0.0,26292071.31,26292071.31,Q update for Postman,0.9519,Unrealized
866fdb75-0a31-487b-bc0c-8fb013534105,12080626-62a2-4019-95ba-1421925015c3,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2024-10-01,2020-04-01,5360000.0,95732897.22,0.0,37031336.43,Revenue,6.99,13701318.35,4242850.52,49186677.41,0.0,49186677.41,Q update for Snowflake Data Exchange,0.6364,Realized
fb6fc087-d2bb-47e8-8410-49b6008f89ab,d0ca9c5d-720a-41b5-865b-680197b4e130,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2025-01-01,2023-01-01,40570000.0,36686452.77,30697642.46,5988810.31,EBITDA,10.36,22508479.9,3541242.53,0.0,30697642.46,30697642.46,Q update for Atlassian,-0.1301,Unrealized
389ad85d-9307-4a08-9e57-064c48cb8060,d0ca9c5d-720a-41b5-865b-680197b4e130,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2025-01-01,2023-01-01,8160000.0,70799942.68,45231921.32,25568021.36,EBITDA,5.62,39261814.79,12589391.4,0.0,45231921.32,45231921.32,Q update for Postman,1.3530,Unrealized
e3bcd2bd-0ad7-4e90-be1c-065f7ec6c2b0,d0ca9c5d-720a-41b5-865b-680197b4e130,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2025-01-01,2020-04-01,5360000.0,170498619.8,88284193.43,82214426.37,Revenue,6.56,25989323.48,4605567.64,49186677.41,88284193.43,137470870.84,Q update for Snowflake Data Exchange,0.9791,Unrealized
b3b03689-510c-4cb7-9e84-dbfd8f915b38,2274c62f-81f4-44ef-98b0-0399bda5487e,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2025-04-01,2023-01-01,40570000.0,69382674.43,47609843.11,21772831.32,EBITDA,10.7,29956105.94,6483711.27,0.0,47609843.11,47609843.11,Q update for Atlassian,0.0738,Unrealized
c9ec5a8d-d361-445d-bc0c-6083c0445155,2274c62f-81f4-44ef-98b0-0399bda5487e,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2025-04-01,2023-01-01,8160000.0,97103087.02,55069349.29,42033737.73,EBITDA,7.58,46287807.02,12807130.48,0.0,55069349.29,55069349.29,Q update for Postman,1.3383,Unrealized
9086e2c2-8229-4517-897a-b60b15aace44,2274c62f-81f4-44ef-98b0-0399bda5487e,c9d5e4f6-cea8-423e-babb-7177889139ac,Revolut,2025-04-01,2021-10-01,44450000.0,18194834.95,15306631.08,2888203.87,EBITDA,2.99,31000306.22,6078381.25,0.0,15306631.08,15306631.08,Q update for Revolut,-0.2626,Unrealized
6c78834e-716e-49e4-a2df-3420ba94ef89,2274c62f-81f4-44ef-98b0-0399bda5487e,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2025-04-01,2020-04-01,5360000.0,50026574.35,43412867.16,6613707.19,Revenue,5.46,9168079.31,2837191.73,49186677.41,43412867.16,92599544.57,Q update for Snowflake Data Exchange,0.7682,Unrealized
4d017073-91b1-447b-8587-feeaa87d9a47,a97d6c66-d6af-4fd7-bdaa-f53a906c3cf1,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2025-07-01,2023-01-01,40570000.0,29924480.48,20645190.38,9279290.11,EBITDA,7.91,32962080.1,3780781.48,0.0,20645190.38,20645190.38,Q update for Atlassian,-0.2370,Unrealized
6743d4d1-3ee2-4281-acb4-8e489fbaaeb1,a97d6c66-d6af-4fd7-bdaa-f53a906c3cf1,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2025-07-01,2023-01-01,8160000.0,28639996.57,19502364.94,9137631.64,EBITDA,6.58,28925767.64,4350923.21,0.0,19502364.94,19502364.94,Q update for Postman,0.4176,Unrealized
52ca7470-e8aa-4e3c-9f71-c1b082353188,a97d6c66-d6af-4fd7-bdaa-f53a906c3cf1,c9d5e4f6-cea8-423e-babb-7177889139ac,Revolut,2025-07-01,2021-10-01,44450000.0,11003952.73,0.0,2181510.42,EBITDA,2.53,25564415.58,4347954.96,8459150.58,0.0,8459150.58,Q update for Revolut,-0.3577,Realized
ba64bc1c-4379-49bb-bd74-a6e063bf2fcf,a97d6c66-d6af-4fd7-bdaa-f53a906c3cf1,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2025-07-01,2020-04-01,5360000.0,88936993.41,67298957.83,21638035.59,Revenue,6.08,14625058.04,4590025.93,49186677.41,67298957.83,116485635.24,Q update for Snowflake Data Exchange,0.7979,Unrealized
aae6c4bd-422c-4b84-89b1-8e6a42050b82,d4d93a8d-82fe-4d5f-96a0-fbe4faf84c3d,4a690e1c-20ce-4dd4-85ff-c65c47804936,Atlassian,2025-10-01,2023-01-01,40570000.0,69431068.9,37962955.77,31468113.13,EBITDA,10.88,20612020.27,6379273.26,0.0,37962955.77,37962955.77,Q update for Atlassian,-0.0239,Unrealized
e9200b9c-bf00-4e44-89e4-3c453b927c11,d4d93a8d-82fe-4d5f-96a0-fbe4faf84c3d,6aa4d500-3647-457a-a8b1-f2cd48acb7c3,Postman,2025-10-01,2023-01-01,8160000.0,66572856.18,59005928.64,7566927.55,EBITDA,6.28,42338528.96,10603346.59,0.0,59005928.64,59005928.64,Q update for Postman,1.0539,Unrealized
932feda2-a113-4e9e-ac7b-cf2b6acec914,d4d93a8d-82fe-4d5f-96a0-fbe4faf84c3d,c9d5e4f6-cea8-423e-babb-7177889139ac,Revolut,2025-10-01,2021-10-01,44450000.0,43791233.91,35531570.06,8259663.85,EBITDA,3.09,43857767.09,14187386.5,8459150.58,35531570.06,43990720.64,Q update for Revolut,-0.0026,Unrealized
a9083f0c-9f39-46ab-b338-6ec220d69dcc,d4d93a8d-82fe-4d5f-96a0-fbe4faf84c3d,5e3210bf-60a4-4ca3-94ce-14b0fee75c96,Snowflake Data Exchange,2025-10-01,2020-04-01,5360000.0,225007551.16,152534139.69,72473411.47,Revenue,6.07,37081390.97,6509220.81,49186677.41,152534139.69,201720817.1,Q update for Snowflake Data Exchange,0.9340,Unrealized
3df4e6ee-9909-4aa2-9924-787167272c85,996eeda2-88e8-4d45-80f6-b0725ad00d83,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2017-10-01,2017-10-01,10240000.0,53678450.37,29774511.42,23903938.95,EBITDA,8.93,28610000.0,6011093.4,0.0,29774511.42,29774511.42,Q update for Shopify,5.0000,Unrealized
cfa0ea9c-7968-4aeb-89fe-e713cf0e30fa,593ecad6-3eff-4f31-aef3-6fc590ff1281,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2018-01-01,2017-10-01,10240000.0,48756323.38,24548310.02,24208013.37,EBITDA,7.55,29825188.97,6455121.07,0.0,24548310.02,24548310.02,Q update for Shopify,5.0000,Unrealized
ae752c03-5e5e-4e08-bdd1-889b59d457b6,fe2db63b-7e85-4f82-9bd2-9b2a19827819,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2018-04-01,2017-10-01,10240000.0,75490086.99,42948597.57,32541489.42,EBITDA,9.99,29942767.48,7556232.59,0.0,42948597.57,42948597.57,Q update for Shopify,5.0000,Unrealized
41df0c7a-173d-4835-89cb-f8eba296e5ec,fb652488-2eed-4ba5-a8f3-fc7b562d4e90,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2018-07-01,2017-10-01,10240000.0,108143858.51,79807157.15,28336701.36,EBITDA,10.07,34554468.07,10734018.62,0.0,79807157.15,79807157.15,Q update for Shopify,5.0000,Unrealized
7e8d8a92-77f2-4dc7-bbff-96cc83245307,53047ed9-ede1-4b21-a3eb-7a3fdf406fa1,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2018-10-01,2017-10-01,10240000.0,89874658.84,76146255.68,13728403.16,EBITDA,9.55,28865352.39,9412981.24,0.0,76146255.68,76146255.68,Q update for Shopify,5.0000,Unrealized
453ec90e-59d5-415a-8a0b-3799e96f0320,6f9860b3-9187-4042-9e75-ad8437ad0a68,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2019-01-01,2017-10-01,10240000.0,56491784.89,47112223.46,9379561.43,EBITDA,9.15,39095904.87,6174606.42,0.0,47112223.46,47112223.46,Q update for Shopify,2.3866,Unrealized
2d184983-df14-4bdb-9419-fe61f58e1817,8c217331-2f24-447a-acca-ca33f6861a1d,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2019-04-01,2019-04-01,33200000.0,18092391.27,12297404.57,5794986.7,EBITDA,5.13,13880000.0,3524642.06,0.0,12297404.57,12297404.57,Q update for Databricks,-1.0000,Unrealized
50ce74bf-8912-4457-9edd-86b26e39827d,8c217331-2f24-447a-acca-ca33f6861a1d,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2019-04-01,2017-10-01,10240000.0,30933872.6,20523564.23,10410308.37,EBITDA,9.77,28768204.7,3165248.71,0.0,20523564.23,20523564.23,Q update for Shopify,0.5908,Unrealized
f7b93fd8-0f7d-4ff9-abdf-459dea9e8e90,b410cd54-1e0d-4cfe-9bd2-a6fdb141226a,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2019-07-01,2019-04-01,33200000.0,22840671.97,13291801.17,9548870.8,EBITDA,6.72,14697177.11,3399510.02,0.0,13291801.17,13291801.17,Q update for Databricks,-0.9746,Unrealized
c52f590d-54e9-4e68-a307-709dcee9d41f,b410cd54-1e0d-4cfe-9bd2-a6fdb141226a,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2019-07-01,2017-10-01,10240000.0,79375256.58,61173349.73,18201906.86,EBITDA,9.72,38389029.67,8164566.23,0.0,61173349.73,61173349.73,Q update for Shopify,1.7823,Unrealized
a46f2838-20f3-4021-8697-829be5dd5c04,6c90ac5c-7520-413a-a65d-44756e9fac34,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2019-10-01,2019-04-01,33200000.0,34678451.23,29591781.48,5086669.75,EBITDA,6.88,15327967.19,5037130.17,0.0,29591781.48,29591781.48,Q update for Databricks,-0.2052,Unrealized
2ddeff94-88b8-4fc1-ad7f-a2cbee50f4b6,6c90ac5c-7520-413a-a65d-44756e9fac34,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2019-10-01,2017-10-01,10240000.0,35445106.66,20115191.97,15329914.69,EBITDA,8.93,33602855.5,3969879.29,0.0,20115191.97,20115191.97,Q update for Shopify,0.4019,Unrealized
4e77bccb-ce68-4da0-bb1d-1b4fb177b9a0,839fb507-a835-49ef-816b-033cec703a6f,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2020-01-01,2019-04-01,33200000.0,14796988.8,8691578.08,6105410.72,EBITDA,5.47,13986978.87,2704767.04,0.0,8691578.08,8691578.08,Q update for Databricks,-0.8314,Unrealized
72d15189-61ea-4b28-8b59-f580cbae5a2f,839fb507-a835-49ef-816b-033cec703a6f,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2020-01-01,2017-10-01,10240000.0,63961095.14,50302126.95,13658968.19,EBITDA,8.07,40635505.81,7924622.91,0.0,50302126.95,50302126.95,Q update for Shopify,1.0285,Unrealized
8ef27b54-392c-4caa-8592-5bf566dcaaf5,ab64adc7-2095-44ef-b474-89e534e8aaa0,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2020-04-01,2017-10-01,10240000.0,127146354.36,98258972.21,28887382.15,EBITDA,9.54,46852941.54,13327829.45,0.0,98258972.21,98258972.21,Q update for Shopify,1.4711,Unrealized
9071ed97-e57e-4b68-908e-680594299c20,ab64adc7-2095-44ef-b474-89e534e8aaa0,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2020-04-01,2019-04-01,33200000.0,15680325.12,9759138.76,5921186.35,EBITDA,5.71,14483162.84,2746026.59,0.0,9759138.76,9759138.76,Q update for Databricks,-0.7053,Unrealized
b46ccf16-851b-466a-9ff9-7cb66b25fb62,bdd1288c-825f-4971-b7a5-ea0469fe93b1,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2020-07-01,2019-04-01,33200000.0,32142159.32,20238074.24,11904085.08,EBITDA,5.58,16921165.16,5760429.08,0.0,20238074.24,20238074.24,Q update for Databricks,-0.3267,Unrealized
056ee79c-4df8-4092-ba8a-229133968282,bdd1288c-825f-4971-b7a5-ea0469fe93b1,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2020-07-01,2017-10-01,10240000.0,50339623.78,41524671.22,8814952.56,EBITDA,6.93,37818044.03,7265139.69,0.0,41524671.22,41524671.22,Q update for Shopify,0.6641,Unrealized
a18e6ceb-4cb0-42cb-a94a-387c75ceee22,fb454749-f9f2-4cf0-8791-4c0bcb34792c,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2020-10-01,2019-04-01,33200000.0,39552402.59,28954021.01,10598381.58,EBITDA,6.9,19662127.93,5728242.74,0.0,28954021.01,28954021.01,Q update for Databricks,-0.0870,Unrealized
ff87683b-ebb2-4642-95ee-9df9903b6590,fb454749-f9f2-4cf0-8791-4c0bcb34792c,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2020-10-01,2017-10-01,10240000.0,100134344.44,79669256.41,20465088.03,EBITDA,7.47,51955388.75,13402072.84,0.0,79669256.41,79669256.41,Q update for Shopify,0.9812,Unrealized
5a9d1fdf-de29-4f83-b344-091c246e9e30,081d1f74-7142-44c8-81d0-288c21eb9812,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2021-01-01,2019-04-01,33200000.0,40281262.25,35071278.86,5209983.39,EBITDA,6.96,18711958.2,5786473.37,0.0,35071278.86,35071278.86,Q update for Databricks,0.0317,Unrealized
2c14de3c-432f-4577-acf5-f418b57bcf91,081d1f74-7142-44c8-81d0-288c21eb9812,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2021-01-01,2017-10-01,10240000.0,104899213.98,59083800.36,45815413.62,EBITDA,9.29,46246879.5,11294991.39,0.0,59083800.36,59083800.36,Q update for Shopify,0.7140,Unrealized
d2b0bf75-bf80-4c26-a3fc-1de674649636,f9d3b3b7-6a8c-4904-b392-7e812a912b3d,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2021-04-01,2019-04-01,33200000.0,22110187.85,12757533.37,9352654.49,EBITDA,6.31,15402255.76,3502978.46,0.0,12757533.37,12757533.37,Q update for Databricks,-0.3799,Unrealized
0ca044d5-6d80-47aa-98af-b71b40e01a98,f9d3b3b7-6a8c-4904-b392-7e812a912b3d,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2021-04-01,2017-10-01,10240000.0,131293355.28,79520703.85,51772651.43,EBITDA,8.12,59824288.38,16168612.64,0.0,79520703.85,79520703.85,Q update for Shopify,0.7964,Unrealized
8d1e1bda-cc81-453b-ada8-6c0ae5950151,17c59780-5bb5-4076-ae30-12b8b87d99b2,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2021-07-01,2019-04-01,33200000.0,32383734.33,18929145.82,13454588.51,EBITDA,5.81,22685444.49,5570293.79,0.0,18929145.82,18929145.82,Q update for Databricks,-0.2209,Unrealized
bba5aee7-d0cf-4314-b9c3-0fd6bda406a4,17c59780-5bb5-4076-ae30-12b8b87d99b2,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2021-07-01,2017-10-01,10240000.0,79160173.34,64537351.68,14622821.67,EBITDA,7.95,62744051.41,9954007.23,0.0,64537351.68,64537351.68,Q update for Shopify,0.6342,Unrealized
3eb3b0f3-d5b8-4c2a-a8e7-1314c113c3d9,48e489b5-8905-41f3-ae62-7d2e4095efe1,6f8b32b5-695b-4461-b589-23493ee7b862,Robinhood,2021-10-01,2021-10-01,23120000.0,29639824.22,18227182.78,11412641.43,EBITDA,9.26,27350000.0,3202410.61,0.0,18227182.78,18227182.78,Q update for Robinhood,-1.0000,Unrealized
f118d37a-5c16-44cd-aa56-d39d8e2fca67,48e489b5-8905-41f3-ae62-7d2e4095efe1,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2021-10-01,2019-04-01,33200000.0,19481312.95,9756094.31,9725218.64,EBITDA,5.23,24019282.99,3721706.07,0.0,9756094.31,9756094.31,Q update for Databricks,-0.3870,Unrealized
d93ac4e5-ded9-4644-ad36-1cb7a43c6f9f,48e489b5-8905-41f3-ae62-7d2e4095efe1,c6b12ac2-1aca-4ca3-9448-c020328fcdee,Zoom,2021-10-01,2021-10-01,27320000.0,260050648.76,228901763.59,31148885.16,Revenue,7.14,36430000.0,5291923.17,0.0,228901763.59,228901763.59,Q update for Zoom,5.0000,Unrealized
585ac393-32f0-4102-9556-f9bcd0d51118,48e489b5-8905-41f3-ae62-7d2e4095efe1,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2021-10-01,2017-10-01,10240000.0,71196978.55,60898456.95,10298521.6,EBITDA,9.62,30004184.29,7397963.0,0.0,60898456.95,60898456.95,Q update for Shopify,0.5616,Unrealized
820e0d4b-a1fa-415b-ad45-118e6659d0d2,deda135d-f950-4163-a015-5d0ccaa096c0,6f8b32b5-695b-4461-b589-23493ee7b862,Robinhood,2022-01-01,2021-10-01,23120000.0,88643288.48,70527566.99,18115721.49,EBITDA,9.43,28694769.84,9401059.78,0.0,70527566.99,70527566.99,Q update for Robinhood,5.0000,Unrealized
9837f24e-40b7-4199-90ce-9a0b146aa5b4,deda135d-f950-4163-a015-5d0ccaa096c0,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2022-01-01,2019-04-01,33200000.0,49090983.17,27309898.91,21781084.26,EBITDA,5.56,27140179.31,8834807.7,0.0,27309898.91,27309898.91,Q update for Databricks,-0.0685,Unrealized
bb62a477-686f-4c31-b0ec-30b00bc6b6fe,deda135d-f950-4163-a015-5d0ccaa096c0,c6b12ac2-1aca-4ca3-9448-c020328fcdee,Zoom,2022-01-01,2021-10-01,30520000.0,284130313.4,200925535.96,83204777.44,Revenue,7.55,37623035.27,10217584.47,0.0,200925535.96,200925535.96,Q update for Zoom,5.0000,Unrealized
0b1846c7-e187-4280-974f-2133f0a83fc7,deda135d-f950-4163-a015-5d0ccaa096c0,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2022-01-01,2017-10-01,10240000.0,35489516.96,31488023.29,4001493.67,EBITDA,8.67,33750997.73,4093954.44,0.0,31488023.29,31488023.29,Q update for Shopify,0.3024,Unrealized
83fdc247-6d64-4c62-ba66-2cd9e383d2d1,7d110852-adda-464f-9c70-f54b3492c11e,6f8b32b5-695b-4461-b589-23493ee7b862,Robinhood,2022-04-01,2021-10-01,23120000.0,46711603.07,31453769.08,15257834.0,EBITDA,9.78,29000416.92,4777396.85,0.0,31453769.08,31453769.08,Q update for Robinhood,0.8548,Unrealized
562abcc1-b8a8-4254-9b20-67507dd0df37,7d110852-adda-464f-9c70-f54b3492c11e,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2022-04-01,2019-04-01,33200000.0,50033022.09,29758689.66,20274332.43,EBITDA,5.92,24492156.11,8454403.64,0.0,29758689.66,29758689.66,Q update for Databricks,-0.0358,Unrealized
655a1125-4869-40c5-8034-8ccd5ab4e171,7d110852-adda-464f-9c70-f54b3492c11e,c6b12ac2-1aca-4ca3-9448-c020328fcdee,Zoom,2022-04-01,2021-10-01,31870000.0,334837978.28,242629953.96,92208024.32,Revenue,8.5,39392798.32,11062413.46,0.0,242629953.96,242629953.96,Q update for Zoom,5.0000,Unrealized
7449ad82-320a-4375-b206-9d94bd40dc48,7d110852-adda-464f-9c70-f54b3492c11e,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2022-04-01,2017-10-01,10660000.0,79222720.35,51954485.26,27268235.09,EBITDA,7.93,33288938.78,9988866.14,0.0,51954485.26,51954485.26,Q update for Shopify,0.4221,Unrealized
2857cd0f-86dc-41a1-aa95-a8978473e1cd,185c6e5f-c15e-4d36-8f51-e0a39ed01227,6f8b32b5-695b-4461-b589-23493ee7b862,Robinhood,2022-07-01,2021-10-01,23120000.0,60150830.84,51891852.31,8258978.53,EBITDA,10.48,30058256.78,5738466.4,0.0,51891852.31,51891852.31,Q update for Robinhood,1.9496,Unrealized
934b6ed1-ce97-4f48-a777-4469e3f9116f,185c6e5f-c15e-4d36-8f51-e0a39ed01227,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2022-07-01,2019-04-01,33200000.0,44936860.38,26692125.8,18244734.58,EBITDA,4.92,27847403.94,9135811.44,0.0,26692125.8,26692125.8,Q update for Databricks,-0.0649,Unrealized
af39e750-9a00-4aec-8dcb-85adb81ea632,185c6e5f-c15e-4d36-8f51-e0a39ed01227,eee230ca-9025-4057-8cce-35849dd33877,Coda,2022-07-01,2022-07-01,30380000.0,89181086.59,53993230.85,35187855.74,EBITDA,10.25,37650000.0,8704468.31,0.0,53993230.85,53993230.85,Q update for Coda,5.0000,Unrealized
02d31018-e1fc-4bae-8b10-6cf390d45b10,185c6e5f-c15e-4d36-8f51-e0a39ed01227,c6b12ac2-1aca-4ca3-9448-c020328fcdee,Zoom,2022-07-01,2021-10-01,31870000.0,340233235.2,235903539.62,104329695.58,Revenue,8.05,42282302.7,13472549.48,0.0,235903539.62,235903539.62,Q update for Zoom,5.0000,Unrealized
3a859776-8add-49f4-9349-d9dde2a0115a,185c6e5f-c15e-4d36-8f51-e0a39ed01227,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2022-07-01,2017-10-01,10660000.0,108764084.27,56525050.28,52239033.98,EBITDA,7.08,56394205.01,15358703.51,0.0,56525050.28,56525050.28,Q update for Shopify,0.4210,Unrealized
606aee22-5130-4f98-9c7f-cf37ada328b6,47c02ec1-ce55-49e6-aeab-86953c5a2df7,6f8b32b5-695b-4461-b589-23493ee7b862,Robinhood,2022-10-01,2021-10-01,23120000.0,59005124.6,35318878.82,23686245.78,EBITDA,9.81,28656264.66,6017233.42,0.0,35318878.82,35318878.82,Q update for Robinhood,0.5281,Unrealized
4e35d06f-d4de-42d0-a30a-60072918919d,47c02ec1-ce55-49e6-aeab-86953c5a2df7,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2022-10-01,2019-04-01,33200000.0,18832358.66,13224216.92,5608141.74,EBITDA,6.78,14512408.51,2778928.03,0.0,13224216.92,13224216.92,Q update for Databricks,-0.2312,Unrealized
5260ceef-c2e1-4e6f-b460-a4814734ccbd,47c02ec1-ce55-49e6-aeab-86953c5a2df7,eee230ca-9025-4057-8cce-35849dd33877,Coda,2022-10-01,2022-07-01,30380000.0,101247999.59,59774963.11,41473036.47,EBITDA,9.17,38250302.92,11044292.62,0.0,59774963.11,59774963.11,Q update for Coda,5.0000,Unrealized
2fea2c43-1f5e-4483-817e-9bb64cea2b4d,47c02ec1-ce55-49e6-aeab-86953c5a2df7,c6b12ac2-1aca-4ca3-9448-c020328fcdee,Zoom,2022-10-01,2021-10-01,31870000.0,370705673.52,221649974.52,149055699.01,Revenue,8.53,43479448.92,14988648.94,0.0,221649974.52,221649974.52,Q update for Zoom,5.0000,Unrealized
9a504caf-30bb-4fdc-8741-e3ea9bc4f5d6,47c02ec1-ce55-49e6-aeab-86953c5a2df7,78de575a-a59f-4128-9c6d-d9f883fd10b5,Shopify,2022-10-01,2017-10-01,10660000.0,179801282.06,99840200.93,79961081.14,EBITDA,9.91,71519200.25,18137279.19,0.0,99840200.93,99840200.93,Q update for Shopify,0.5644,Unrealized
50d39479-2192-43ea-bc28-5d592ae33972,e528fd17-6e91-47e2-b45c-c987fc77b25b,6f8b32b5-695b-4461-b589-23493ee7b862,Robinhood,2023-01-01,2021-10-01,23120000.0,48507414.59,25708127.97,22799286.62,EBITDA,8.04,28222901.56,6032493.37,0.0,25708127.97,25708127.97,Q update for Robinhood,0.0885,Unrealized
9f7478e4-81ae-40b6-afd2-40aca6607ad3,e528fd17-6e91-47e2-b45c-c987fc77b25b,39a998c6-2eb2-43dd-b174-250132f68f47,Databricks,2023-01-01,2019-04-01,33200000.0,31765426.37,19147210.39,12618215.98,EBITDA,5.13,25568046.5,6192476.77,0.0,19147210.39,19147210.39,Q update for Databricks,-0.1364,Unrealized
22b810f3-6a6d-4473-ae0b-ea370ee24161,e528fd17-6e91-47e2-b45c-c987fc77b25b,eee230ca-9025-4057-8cce-35849dd33877,Coda,2023-01-01,2022-07-01,30380000.0,98805061.86,67946034.35,30859027.52,EBITDA,10.64,39883190.03,9286430.59,0.0,67946034.35,67946034.35,Q update for Coda,3.9423,Unrealized
ff87f939-78ea-453f-be6f-ef287c0e4501,e528fd17-6e91-47e2-b45c-c987fc77b25b,c6b12ac2-1aca-4ca3-9448-c020328fcdee,Zoom,2023-01-01,2021-10-01,31870000.0,314594080.08,214321453.92,100272626.17,Revenue,6.91,45495167.84,5412100.53,0.0,214321453.92,214321453.92,Q update for Zoom,3.5868,Unrealized
